grad_norm,lg_loss_scale,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step
0.05090315399434348,20.0,0.09476315975189209,0.23144121887162328,0.11103743728664187,0.02904090890660882,0.005944636930838566,0.09476315975189209,0.23144121887162328,0.11103743728664187,0.02904090890660882,0.005944636930838566,1247.97153929171,17920256,70000
0.0370213301399854,20.0055,0.08843469619750977,0.23137382734342515,0.08158366508759196,0.026791297575132326,0.004388260240002405,0.08843469619750977,0.23137382734342515,0.08158366508759196,0.026791297575132326,0.004388260240002405,1247.9751471722152,17922816,70010
0.023902567848045383,20.01550000000002,0.08622502759099006,0.22815228302497415,0.08881203570046353,0.024322850104480258,0.005068567769405109,0.08622502759099006,0.22815228302497415,0.08881203570046353,0.024322850104480258,0.005068567769405109,1247.979129511454,17925376,70020
0.017349317829287003,20.02550000000003,0.09177885577082634,0.23571569386071395,0.0828922075285976,0.026542130201177787,0.004902223758328931,0.09177885577082634,0.23571569386071395,0.0828922075285976,0.026542130201177787,0.004902223758328931,1247.9808233244535,17927936,70030
0.01683849967965592,20.035500000000035,0.09225879609584808,0.23979824432713345,0.09236924393031665,0.026359887104378314,0.005165775280803181,0.09225879609584808,0.23979824432713345,0.09236924393031665,0.026359887104378314,0.005165775280803181,1247.9816184324698,17930496,70040
0.0162225313925291,20.04550000000005,0.09477317184209824,0.2514865084255977,0.08097868517506869,0.02896838824306496,0.004442541709269986,0.09477317184209824,0.2514865084255977,0.08097868517506869,0.02896838824306496,0.004442541709269986,1247.9822411627035,17933056,70050
0.014040647360046402,20.05550000000007,0.08592143543064594,0.2375858422299778,0.08186878951448764,0.026918314826616548,0.005400570971227054,0.08592143543064594,0.2375858422299778,0.08186878951448764,0.026918314826616548,0.005400570971227054,1247.9831112419668,17935616,70060
0.013378112790222331,20.065500000000082,0.08767865970730782,0.22536127567291261,0.0864598308243368,0.024478408652562435,0.0051036645270638855,0.08767865970730782,0.22536127567291261,0.0864598308243368,0.024478408652562435,0.0051036645270638855,1247.9836806304572,17938176,70070
0.014015227252566176,20.07550000000009,0.0896437980234623,0.22086097712249114,0.09314979178727499,0.026803851897152772,0.005146598917721574,0.0896437980234623,0.22086097712249114,0.09314979178727499,0.026803851897152772,0.005146598917721574,1247.9842650845933,17940736,70080
0.013433351630553831,20.085500000000103,0.08422871530056,0.2587138262671837,0.08044067996901917,0.025956900611233246,0.004452441354765645,0.08422871530056,0.2587138262671837,0.08044067996901917,0.025956900611233246,0.004452441354765645,1247.984906571612,17943296,70090
0.013866123313523404,20.095500000000115,0.08516879901289941,0.21690363971028104,0.09100645886517032,0.02722401296901892,0.004739624666777293,0.08516879901289941,0.21690363971028104,0.09100645886517032,0.02722401296901892,0.004739624666777293,1247.9856709615738,17945856,70100
0.013086727895172201,20.105500000000127,0.09453001096844674,0.28706459175354165,0.08323987254270299,0.02733132224154339,0.0046876598212596335,0.09453001096844674,0.28706459175354165,0.08323987254270299,0.02733132224154339,0.0046876598212596335,1247.986467168848,17948416,70110
0.01519324526009976,20.115500000000136,0.08830806203186511,0.2542374830897131,0.08554564376964284,0.027746331418637884,0.004257208047895552,0.08830806203186511,0.2542374830897131,0.08554564376964284,0.027746331418637884,0.004257208047895552,1247.987185900843,17950976,70120
0.015651959933857644,20.12550000000015,0.08274807669222356,0.21431887415902956,0.0933001310489065,0.03038071925005749,0.004927385035208083,0.08274807669222356,0.21431887415902956,0.0933001310489065,0.03038071925005749,0.004927385035208083,1247.987866410629,17953536,70130
0.016227155854327078,20.135500000000167,0.0859473843127489,0.2397541846148669,0.09066408022931996,0.030133836624112748,0.0048865475457604635,0.0859473843127489,0.2397541846148669,0.09066408022931996,0.030133836624112748,0.0048865475457604635,1247.9884702965774,17956096,70140
0.01582852784795748,20.14550000000018,0.09080694913864136,0.2516350052257379,0.09754929161076811,0.028001834246147737,0.004946606992533921,0.09080694913864136,0.2516350052257379,0.09754929161076811,0.028001834246147737,0.004946606992533921,1247.9893272279257,17958656,70150
0.015314845646043577,20.15550000000019,0.0955175705254078,0.2671307838754729,0.0938297944714225,0.027393930492204767,0.004294999447998813,0.0955175705254078,0.2671307838754729,0.0938297944714225,0.027393930492204767,0.004294999447998813,1247.9902606236542,17961216,70160
0.01637914212844423,20.165500000000197,0.09396480098366736,0.24905405231047334,0.08487248276685211,0.02904301368550438,0.004136175807167111,0.09396480098366736,0.24905405231047334,0.08487248276685211,0.02904301368550438,0.004136175807167111,1247.9910232936734,17963776,70170
0.017144239315296003,20.175500000000213,0.09587346017360687,0.24032478431860607,0.08730658909855686,0.029291144731114542,0.005359190793872888,0.09587346017360687,0.24032478431860607,0.08730658909855686,0.029291144731114542,0.005359190793872888,1247.9916523781285,17966336,70180
0.02050941395128108,20.18550000000022,0.10339302867650986,0.2806920360592081,0.09112800128593648,0.029029112131121866,0.00444151444154018,0.10339302867650986,0.2806920360592081,0.09112800128593648,0.029029112131121866,0.00444151444154018,1247.9923662487408,17968896,70190
0.017421489701530568,20.195500000000234,0.08577084951102734,0.21866599395353759,0.08345819690043384,0.02823308644840471,0.005454729978658221,0.08577084951102734,0.21866599395353759,0.08345819690043384,0.02823308644840471,0.005454729978658221,1247.9932170940706,17971456,70200
0.016139582063028804,20.205500000000256,0.0860820073634386,0.22790639683807976,0.08024967769402211,0.027386698731623423,0.004617532159941871,0.0860820073634386,0.22790639683807976,0.08024967769402211,0.027386698731623423,0.004617532159941871,1247.9944973548918,17974016,70210
0.017798224628156167,20.21550000000026,0.09441013261675835,0.22031719369103314,0.09662255433402835,0.02942518844649361,0.0046811869656785,0.09441013261675835,0.22031719369103314,0.09662255433402835,0.02942518844649361,0.0046811869656785,1247.9955896058752,17976576,70220
0.01635158960117455,20.225500000000277,0.09133739545941352,0.26097598200043054,0.08974503016665202,0.028184963842520377,0.005208948193720297,0.09133739545941352,0.26097598200043054,0.08974503016665202,0.028184963842520377,0.005208948193720297,1247.996478869837,17979136,70230
0.016508443931242626,20.235500000000286,0.08921615406870842,0.2351238258046711,0.08767051433455451,0.0298553967193045,0.005366445707338806,0.08921615406870842,0.2351238258046711,0.08767051433455451,0.0298553967193045,0.005366445707338806,1247.9975947218336,17981696,70240
0.018020714377991024,20.245500000000295,0.07349721044301986,0.22476397723015112,0.08542080173233094,0.02722753496830896,0.004664190271481005,0.07349721044301986,0.22476397723015112,0.08542080173233094,0.02722753496830896,0.004664190271481005,1247.9985568300883,17984256,70250
0.019484727405139467,20.25550000000031,0.08093034885823727,0.23113372463833656,0.08246172476284419,0.031824495696482345,0.004985180877137815,0.08093034885823727,0.23113372463833656,0.08246172476284419,0.031824495696482345,0.004985180877137815,1247.9998538251002,17986816,70260
0.016695569584060415,20.265500000000326,0.09211256131529807,0.22796668090619318,0.08677062338088135,0.028169213999948203,0.005306457400672715,0.09211256131529807,0.22796668090619318,0.08677062338088135,0.028169213999948203,0.005306457400672715,1248.0014630460937,17989376,70270
0.015461005713241414,20.27550000000033,0.08278018608689308,0.2277492789758577,0.07940115222805427,0.02720965240799079,0.005392427043163385,0.08278018608689308,0.2277492789758577,0.07940115222805427,0.02720965240799079,0.005392427043163385,1248.0026431534125,17991936,70280
0.016756151507253236,20.285500000000354,0.09524558559060096,0.24470454445004133,0.0841811473278065,0.03061138851361731,0.004815053757882102,0.09524558559060096,0.24470454445004133,0.0841811473278065,0.03061138851361731,0.004815053757882102,1248.0035784660438,17994496,70290
0.01764580732472252,20.295500000000363,0.09059554040431976,0.24334167131567258,0.09586223021558424,0.028820327171491605,0.004867058871721186,0.09059554040431976,0.24334167131567258,0.09586223021558424,0.028820327171491605,0.004867058871721186,1248.0048629505495,17997056,70300
0.016045452044118946,20.305500000000368,0.0971463032066822,0.25537223809557713,0.09677341346796307,0.02727070248753686,0.005127093103256745,0.0971463032066822,0.25537223809557713,0.09677341346796307,0.02727070248753686,0.005127093103256745,1248.006172402641,17999616,70310
0.018087736457030813,20.315500000000384,0.08437816798686981,0.23292460989255415,0.08627753220876123,0.030310864069926464,0.0048811347657344096,0.08437816798686981,0.23292460989255415,0.08627753220876123,0.030310864069926464,0.0048811347657344096,1248.0076753303233,18002176,70320
0.018761427327492686,20.325500000000396,0.09432702288031578,0.23907870282213575,0.09088466818915844,0.02858108021474133,0.004528085306055456,0.09432702288031578,0.23907870282213575,0.09088466818915844,0.02858108021474133,0.004528085306055456,1248.0092112286447,18004736,70330
0.01680257946965522,20.33550000000041,0.08859487548470497,0.22637500853332526,0.08965103025701343,0.02530824847053737,0.0047248501997230385,0.08859487548470497,0.22637500853332526,0.08965103025701343,0.02530824847053737,0.0047248501997230385,1248.0103870950836,18007296,70340
0.016442929979997765,20.345500000000424,0.07455294206738472,0.2274526063415964,0.08490597447680846,0.026378894684161373,0.005135388506868763,0.07455294206738472,0.2274526063415964,0.08490597447680846,0.026378894684161373,0.005135388506868763,1248.0118451808162,18009856,70350
0.017584505890857978,20.355500000000436,0.10317466706037522,0.2950958109373459,0.09347716718912118,0.025704622724097802,0.004809923181378775,0.10317466706037522,0.2950958109373459,0.09347716718912118,0.025704622724097802,0.004809923181378775,1248.0133324751164,18012416,70360
0.016162501983555348,20.365500000000445,0.09469952583312988,0.24792806580114898,0.08480012426123348,0.02832259147908189,0.004727952947814629,0.09469952583312988,0.24792806580114898,0.08480012426123348,0.02832259147908189,0.004727952947814629,1248.014697114759,18014976,70370
0.018785785781070635,20.375500000000457,0.09112520292401315,0.2555846179541397,0.08831361455901776,0.0286841421471359,0.005681016253819819,0.09112520292401315,0.2555846179541397,0.08831361455901776,0.0286841421471359,0.005681016253819819,1248.0160981143047,18017536,70380
0.018265229347127605,20.38550000000047,0.0974721558392048,0.2478457794167362,0.08585424016796013,0.028350496687885935,0.0037830358011666943,0.0974721558392048,0.2478457794167362,0.08585424016796013,0.028350496687885935,0.0037830358011666943,1248.0175414538214,18020096,70390
0.01748283957472016,20.395500000000474,0.0993915170431137,0.2673522716518059,0.08071301521685642,0.02598692243778516,0.004937814519109129,0.0993915170431137,0.2673522716518059,0.08071301521685642,0.02598692243778516,0.004937814519109129,1248.0191877094983,18022656,70400
0.016740207972422143,20.40550000000049,0.07353388704359531,0.2151620512614485,0.09480756058765107,0.0293839573065137,0.0042460700641050175,0.07353388704359531,0.2151620512614485,0.09480756058765107,0.0293839573065137,0.0042460700641050175,1248.0210027395215,18025216,70410
0.01903550467965002,20.41550000000051,0.09149323515594006,0.24872888613170313,0.07841437706340323,0.027278325622508235,0.00474210451931584,0.09149323515594006,0.24872888613170313,0.07841437706340323,0.027278325622508235,0.00474210451931584,1248.022462741671,18027776,70420
0.01773412744548966,20.425500000000522,0.08891447111964226,0.22896530447039934,0.08468509742052918,0.027547761242366953,0.0048189489999815515,0.08891447111964226,0.22896530447039934,0.08468509742052918,0.027547761242366953,0.0048189489999815515,1248.0244309480393,18030336,70430
0.01738188958462098,20.435500000000527,0.08623394519090653,0.24458713243261748,0.07768005015208877,0.02987162916533964,0.005112157993409356,0.08623394519090653,0.24458713243261748,0.07768005015208877,0.02987162916533964,0.005112157993409356,1248.0266380400456,18032896,70440
0.02134458519970313,20.445500000000543,0.09239254146814348,0.27922878296751724,0.08379849149912057,0.024518229347276724,0.004653327774172387,0.09239254146814348,0.27922878296751724,0.08379849149912057,0.024518229347276724,0.004653327774172387,1248.0283863481425,18035456,70450
0.025074557387005772,20.455500000000555,0.09098022058606148,0.28251583370215744,0.08617719360843816,0.023692536431719258,0.005210406511114577,0.09098022058606148,0.28251583370215744,0.08617719360843816,0.023692536431719258,0.005210406511114577,1248.030036046291,18038016,70460
0.018436072907732103,20.465500000000567,0.08927608095109463,0.23859670640429465,0.08426959224097016,0.027620756651753887,0.0037743977673250274,0.08927608095109463,0.23859670640429465,0.08426959224097016,0.027620756651753887,0.0037743977673250274,1248.0317956581068,18040576,70470
0.0172213894870731,20.475500000000583,0.09825567528605461,0.237000251379372,0.10358128365543151,0.02820797439331232,0.005497589814247654,0.09825567528605461,0.237000251379372,0.10358128365543151,0.02820797439331232,0.005497589814247654,1248.0335911505854,18043136,70480
0.016773650397094646,20.485500000000588,0.08685510456562041,0.2514459809285148,0.08683060544381785,0.028836027189796824,0.005200446202858678,0.08685510456562041,0.2514459809285148,0.08683060544381785,0.028836027189796824,0.005200446202858678,1248.0355306807028,18045696,70490
0.01704844854649139,20.495500000000607,0.09434085823595524,0.259992941960551,0.08804358539129724,0.02967802589815227,0.0052103415331484475,0.09434085823595524,0.259992941960551,0.08804358539129724,0.02967802589815227,0.0052103415331484475,1248.0371364062696,18048256,70500
0.014975876809744633,20.50550000000062,0.09386139884591105,0.23449903796944357,0.08557733562257555,0.02905499300729952,0.004439821478209109,0.09386139884591105,0.23449903796944357,0.08557733562257555,0.02905499300729952,0.004439821478209109,1248.0391814669792,18050816,70510
0.018020747165861908,20.51550000000062,0.08922677077353001,0.2469472147188046,0.08966056120633668,0.027808598354885226,0.0043246873101452366,0.08922677077353001,0.2469472147188046,0.08966056120633668,0.027808598354885226,0.0043246873101452366,1248.0414145910624,18053376,70520
0.01859519306528342,20.525500000000637,0.08875506892800332,0.24640228195259203,0.0994098697472172,0.027062104739403965,0.004516573230777045,0.08875506892800332,0.24640228195259203,0.0994098697472172,0.027062104739403965,0.004516573230777045,1248.0436070609649,18055936,70530
0.022161716974704686,20.535500000000653,0.10483633577823641,0.26113125266213144,0.0902001982664361,0.0293940640821765,0.005197399069698167,0.10483633577823641,0.26113125266213144,0.0902001982664361,0.0293940640821765,0.005197399069698167,1248.045376663294,18058496,70540
